id	doi	title	author	journaltitle	volume	issue	pubdate	pagerange	publisher	type	reviewed-work	abstract	mystery
10.2307/801173	10.2307/801173	A Loose-Leaf Textbook in English Literature	Caroline E. Britten	The English Journal	2	3	1913-03-01T00:00:00Z	pp. 145-150	National Council of Teachers of English	fla			
10.2307/801525	10.2307/801525	[Letter from Ellen W. Dennis]	Ellen W. Dennis	The English Journal	2	10	1913-12-01T00:00:00Z	p. 662	National Council of Teachers of English	fla			
10.2307/801693	10.2307/801693	Back Matter		The English Journal	7	3	1918-03-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/801528	10.2307/801528	News and Notes	Ethel Masters, E. H. Kemper McComb, Helen G. Metcalf, H. K. Bassett	The English Journal	2	10	1913-12-01T00:00:00Z	pp. 665-671	National Council of Teachers of English	mis			
10.2307/801635	10.2307/801635	A Plan for Reading "A Midsummer-Night's Dream"	Isabel Graves	The English Journal	4	6	1915-06-01T00:00:00Z	pp. 362-372	National Council of Teachers of English	fla			
10.2307/802190	10.2307/802190	The Antipodes	R. L. Lyman	The English Journal	9	5	1920-05-01T00:00:00Z	pp. 299-301	National Council of Teachers of English	brv	Our Living Language|Howard R. Driggs		
10.2307/801852	10.2307/801852	Front Matter		The English Journal	5	9	1916-11-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/801219	10.2307/801219	Digest of Periodical Literature		The English Journal	4	10	1915-12-01T00:00:00Z	pp. 681-682	National Council of Teachers of English	mis			
10.2307/800852	10.2307/800852	The National Council of Teachers of English: Proceedings of the Second Annual Meeting, Chicago, November 28 to 30, 1912		The English Journal	2	1	1913-01-01T00:00:00Z	pp. 44-60	National Council of Teachers of English	mis			
10.2307/801842	10.2307/801842	Culture and Efficiency through Composition	Glenn E. Palmer	The English Journal	1	8	1912-10-01T00:00:00Z	pp. 488-492	National Council of Teachers of English	fla			
10.2307/801516	10.2307/801516	The Problem of Harmonizing Aesthetic Interests with the Commercial and Industrial Trend of Our Times	Herbert Wynford Hill	The English Journal	2	10	1913-12-01T00:00:00Z	pp. 609-612	National Council of Teachers of English	fla			
10.2307/801114	10.2307/801114	Debating in the College Curriculum	Victor Oscar Freeburg	The English Journal	4	9	1915-11-01T00:00:00Z	pp. 577-581	National Council of Teachers of English	fla			
10.2307/802750	10.2307/802750	National Council of Teachers of English: Proceedings of the Ninth Annual Meeting, Boston, November 24-26, 1919		The English Journal	9	1	1920-01-01T00:00:00Z	pp. 28-56	National Council of Teachers of English	mis			
10.2307/801088	10.2307/801088	The Vexing Question of Correctness	Mary A. Hinkley	The English Journal	6	10	1917-12-01T00:00:00Z	pp. 686-688	National Council of Teachers of English	fla			
10.2307/800841	10.2307/800841	Oral Composition	Mrs. Henry Hulst	The English Journal	1	1	1912-01-01T00:00:00Z	p. 55	National Council of Teachers of English	fla			
10.2307/802652	10.2307/802652	Editorial: Gain and Loss		The English Journal	9	3	1920-03-01T00:00:00Z	p. 177	National Council of Teachers of English	fla			
10.2307/801146	10.2307/801146		Edwin L. Miller	The English Journal	1	6	1912-06-01T00:00:00Z	pp. 390-392	National Council of Teachers of English	brv	Business English|Edwin Herbert Lewis		
10.2307/801741	10.2307/801741	An Experiment in Co-operation	Cyrus Lauron Hooper	The English Journal	1	3	1912-03-01T00:00:00Z	pp. 173-174	National Council of Teachers of English	fla			
10.2307/801708	10.2307/801708	Coddling in English	Paxton Simmons	The English Journal	5	10	1916-12-01T00:00:00Z	pp. 659-664	National Council of Teachers of English	fla			
10.2307/801502	10.2307/801502	Separation of the Teaching of Composition from the Teaching of Literature: What It Is and How It Works	E. H. Kemper McComb	The English Journal	6	2	1917-02-01T00:00:00Z	pp. 69-79	National Council of Teachers of English	fla			
10.2307/800983	10.2307/800983	The Classical Loss in Modern English Democratic Rhetoric	Katharine Stewart Worthington	The English Journal	5	8	1916-10-01T00:00:00Z	pp. 525-529	National Council of Teachers of English	fla			
10.2307/801867	10.2307/801867	From the Pupil's Standpoint	Louise W. Danielson	The English Journal	3	6	1914-06-01T00:00:00Z	pp. 362-366	National Council of Teachers of English	fla			
10.2307/801124	10.2307/801124	Book Notices		The English Journal	4	9	1915-11-01T00:00:00Z	pp. 619-623	National Council of Teachers of English	mis			
10.2307/801300	10.2307/801300	Front Matter		The English Journal	8	7	1919-09-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/801668	10.2307/801668	An English Service System	Alice Bidwell	The English Journal	8	1	1919-01-01T00:00:00Z	pp. 35-38	National Council of Teachers of English	fla			
10.2307/800975	10.2307/800975	New Classics for Old	A. M. Hull	The English Journal	6	8	1917-10-01T00:00:00Z	pp. 542-550	National Council of Teachers of English	fla			
10.2307/801697	10.2307/801697	Inter Penetralia	Christopher R. Stapleton	The English Journal	3	4	1914-04-01T00:00:00Z	pp. 228-232	National Council of Teachers of English	fla			
10.2307/802442	10.2307/802442	Out of the Mouths of Freshmen	Clara F. McIntyre	The English Journal	9	2	1920-02-01T00:00:00Z	pp. 96-102	National Council of Teachers of English	fla			
10.2307/801789	10.2307/801789	Voice in Relation to Public Speaking	Irvah L. Winter	The English Journal	4	2	1915-02-01T00:00:00Z	pp. 75-81	National Council of Teachers of English	fla			
10.2307/801095	10.2307/801095	Replacing Latin	Frank P. Graves	The English Journal	6	10	1917-12-01T00:00:00Z	p. 702	National Council of Teachers of English	brv	Knowing and Using Words|William D. Lewis;Mabel Dodge Holmes		
10.2307/801070	10.2307/801070	Macaulay's Essays and the Freshman	Hyder E. Rollins	The English Journal	4	3	1915-03-01T00:00:00Z	pp. 173-177	National Council of Teachers of English	fla			
10.2307/801434	10.2307/801434	Back Matter		The English Journal	8	6	1919-06-01T00:00:00Z	p. 400	National Council of Teachers of English	mis			
10.2307/801522	10.2307/801522	Making the Devil Useful	Robert W. Neal	The English Journal	2	10	1913-12-01T00:00:00Z	pp. 658-660	National Council of Teachers of English	fla			
10.2307/802447	10.2307/802447	On Teaching English	Laura Bell Everett	The English Journal	9	2	1920-02-01T00:00:00Z	p. 113	National Council of Teachers of English	fla			
10.2307/801193	10.2307/801193	Training in Poetry	Ellen Fitzgerald	The English Journal	1	2	1912-02-01T00:00:00Z	pp. 126-128	National Council of Teachers of English	brv	Narrative and Lyric Poems for Students|S. S. Seward, Jr.		
10.2307/800976	10.2307/800976	My Bridge-Approach	Julia Davenport Randall	The English Journal	6	8	1917-10-01T00:00:00Z	pp. 551-558	National Council of Teachers of English	fla			
10.2307/802182	10.2307/802182	"English A" Once More	Franklyn B. Snyder	The English Journal	9	5	1920-05-01T00:00:00Z	pp. 261-265	National Council of Teachers of English	fla			
10.2307/801481	10.2307/801481	Editorial: Supervisors of English. The College Committee. English in the Normal School. Preparation of Teachers		The English Journal	3	10	1914-12-01T00:00:00Z	pp. 661-662	National Council of Teachers of English	fla			
10.2307/801135	10.2307/801135	Robert Louis Stevenson Darkening Counsel	Frank Aydelotte	The English Journal	1	6	1912-06-01T00:00:00Z	pp. 340-350	National Council of Teachers of English	fla			
10.2307/801431	10.2307/801431	Editorial: "Predigested" versus "Socialized" Courses	E. M. H.	The English Journal	8	6	1919-06-01T00:00:00Z	pp. 383-384	National Council of Teachers of English	fla			
10.2307/801174	10.2307/801174	Reading Poetry Aloud	Horace A. Eaton	The English Journal	2	3	1913-03-01T00:00:00Z	pp. 151-157	National Council of Teachers of English	fla			
10.2307/801271	10.2307/801271	High-School Grammar. I. Historical Survey	J. C. Tressler	The English Journal	6	9	1917-11-01T00:00:00Z	pp. 584-594	National Council of Teachers of English	fla			
10.2307/801186	10.2307/801186	Book Notices		The English Journal	2	3	1913-03-01T00:00:00Z	pp. 205-206	National Council of Teachers of English	mis			
10.2307/801571	10.2307/801571	[Letter from Gilbert Cosulich]	Gilbert Cosulich	The English Journal	2	6	1913-06-01T00:00:00Z	p. 391	National Council of Teachers of English	fla			
10.2307/801355	10.2307/801355	A New Type of Class Book Individualizing the Teaching of English in Secondary Schools	F. H. Bair	The English Journal	7	7	1918-09-01T00:00:00Z	pp. 433-438	National Council of Teachers of English	fla			
10.2307/801276	10.2307/801276	"Felicia," an Experiment in Descriptive Writing	Rowena Keith Keyes	The English Journal	6	9	1917-11-01T00:00:00Z	pp. 615-619	National Council of Teachers of English	fla			
10.2307/801642	10.2307/801642	A Short List of Plays for Schools	J. M. Dorey	The English Journal	4	6	1915-06-01T00:00:00Z	pp. 406-407	National Council of Teachers of English	fla			
10.2307/801357	10.2307/801357	Modern Poetry in the High School	Susana T. O'Connor	The English Journal	7	7	1918-09-01T00:00:00Z	pp. 447-451	National Council of Teachers of English	fla			
10.2307/800954	10.2307/800954	Book Notices		The English Journal	2	4	1913-04-01T00:00:00Z	pp. 268-269	National Council of Teachers of English	mis			
10.2307/802984	10.2307/802984	Back Matter		The English Journal	9	9	1920-11-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/800984	10.2307/800984	The Intellectual Content of Literature	Stanley P. Chase	The English Journal	5	8	1916-10-01T00:00:00Z	pp. 530-538	National Council of Teachers of English	fla			
10.2307/801006	10.2307/801006	Pictures for Use in Teaching Literature	Cornelia Carhart Ward	The English Journal	6	4	1917-04-01T00:00:00Z	pp. 267-269	National Council of Teachers of English	mis			
10.2307/801805	10.2307/801805	From the Green Primer to the Brown	Hazel B. Clark	The English Journal	5	2	1916-02-01T00:00:00Z	pp. 99-111	National Council of Teachers of English	fla			
10.2307/801278	10.2307/801278	Suicide English	Harold E. Cowan	The English Journal	6	9	1917-11-01T00:00:00Z	pp. 621-622	National Council of Teachers of English	fla			
10.2307/801120	10.2307/801120	Editorial: The Coming Struggle. The Shakespeare Tercentenary?		The English Journal	4	9	1915-11-01T00:00:00Z	pp. 603-604	National Council of Teachers of English	fla			
10.2307/801692	10.2307/801692	Book Notices		The English Journal	7	3	1918-03-01T00:00:00Z	pp. 225-228	National Council of Teachers of English	mis			
10.2307/800934	10.2307/800934	Back Matter		The English Journal	7	8	1918-10-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/801775	10.2307/801775	Sorting College Freshmen	Percy H. Boynton	The English Journal	2	2	1913-02-01T00:00:00Z	pp. 73-80	National Council of Teachers of English	fla			
10.2307/801008	10.2307/801008	Editorial: Go Thou and Do Likewise		The English Journal	6	4	1917-04-01T00:00:00Z	p. 271	National Council of Teachers of English	fla			
10.2307/801662	10.2307/801662	Back Matter		The English Journal	5	3	1916-03-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/801688	10.2307/801688	An Experiment	Florence Ross	The English Journal	7	3	1918-03-01T00:00:00Z	p. 213	National Council of Teachers of English	fla			
10.2307/801251	10.2307/801251	The Science of Spelling		The English Journal	8	9	1919-11-01T00:00:00Z	p. 590	National Council of Teachers of English	brv	The Teaching of Spelling|Willard F. Tidyman		
10.2307/800916	10.2307/800916	The Teaching of "The Sketch Book"	Ada Palm	The English Journal	3	7	1914-09-01T00:00:00Z	pp. 437-440	National Council of Teachers of English	fla			
10.2307/801797	10.2307/801797	Editorial: The Committee on Speech Training. The Council at Cincinnati		The English Journal	4	2	1915-02-01T00:00:00Z	p. 126	National Council of Teachers of English	fla			
10.2307/801223	10.2307/801223	The Better Business Letters Movement	John M. Clapp	The English Journal	7	4	1918-04-01T00:00:00Z	pp. 237-244	National Council of Teachers of English	fla			
10.2307/801342	10.2307/801342	Expressive Reading as a Vitalizing Force in the Classroom Teaching of College English	Lawrence G. Painter	The English Journal	2	7	1913-09-01T00:00:00Z	pp. 428-436	National Council of Teachers of English	fla			
10.2307/800899	10.2307/800899	A Creative Approach to the Study of Literature	Frank W. Chandler	The English Journal	4	5	1915-05-01T00:00:00Z	pp. 281-291	National Council of Teachers of English	fla			
10.2307/800938	10.2307/800938	The Correlation of English with Other Subjects	Roland P. Gray	The English Journal	3	5	1914-05-01T00:00:00Z	pp. 299-302	National Council of Teachers of English	fla			
10.2307/800915	10.2307/800915	On Handling Supplementary Reading. II	Harry G. Paul	The English Journal	3	7	1914-09-01T00:00:00Z	pp. 427-436	National Council of Teachers of English	fla			
10.2307/800901	10.2307/800901	The Function of the Speaking Contest	William Hawley Davis	The English Journal	4	5	1915-05-01T00:00:00Z	pp. 299-303	National Council of Teachers of English	fla			
10.2307/801025	10.2307/801025	Types of Organization of High-School English		The English Journal	2	9	1913-11-01T00:00:00Z	pp. 575-596	National Council of Teachers of English	fla			
10.2307/801604	10.2307/801604	Book Notices		The English Journal	6	5	1917-05-01T00:00:00Z	pp. 358-359	National Council of Teachers of English	mis			
10.2307/801057	10.2307/801057	Pity the Poor Teacher	Raphael D. O'Leary	The English Journal	1	9	1912-11-01T00:00:00Z	pp. 552-556	National Council of Teachers of English	fla			
10.2307/802132	10.2307/802132	Front Matter		The English Journal	9	4	1920-04-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/801624	10.2307/801624	The Correlation of English Literature and Composition in the College Course	Frank Aydelotte	The English Journal	3	9	1914-11-01T00:00:00Z	pp. 568-574	National Council of Teachers of English	fla			
10.2307/801060	10.2307/801060	Editorial: The Time for Action. Articles on Elementary English		The English Journal	1	9	1912-11-01T00:00:00Z	pp. 566-567	National Council of Teachers of English	fla			
10.2307/801477	10.2307/801477	Another Way out	H. Lawrence Durborow	The English Journal	3	10	1914-12-01T00:00:00Z	pp. 653-656	National Council of Teachers of English	fla			
10.2307/800843	10.2307/800843	No Hero	Mary Newell Eaton	The English Journal	1	1	1912-01-01T00:00:00Z	pp. 56-57	National Council of Teachers of English	fla			
10.2307/801909	10.2307/801909	Dancing through English Literature	Milton M. Smith	The English Journal	9	6	1920-06-01T00:00:00Z	pp. 305-317	National Council of Teachers of English	fla			
10.2307/801469	10.2307/801469	The Macaulay-Lincoln Requirement	E. H. Lewis	The English Journal	2	8	1913-10-01T00:00:00Z	pp. 536-537	National Council of Teachers of English	brv	Macaulay's Speeches on Copyright; Lincoln's Address at Cooper Union|Edwin L. Miller;Abraham Lincoln;Macaulay		
10.2307/800907	10.2307/800907	News and Notes	George S. Harris	The English Journal	4	5	1915-05-01T00:00:00Z	pp. 336-341	National Council of Teachers of English	mis			
10.2307/801769	10.2307/801769	The Examiner's Catechism	C. C. C.	The English Journal	8	5	1919-05-01T00:00:00Z	pp. 325-326	National Council of Teachers of English	fla			
10.2307/801258	10.2307/801258	The Administration of English in the High-School Curriculum	Cecile B. McCrosky	The English Journal	7	2	1918-02-01T00:00:00Z	pp. 108-117	National Council of Teachers of English	fla			
10.2307/801439	10.2307/801439	A School Course in Dramatics	J. Milnor Dorey	The English Journal	1	7	1912-09-01T00:00:00Z	pp. 425-430	National Council of Teachers of English	fla			
10.2307/801485	10.2307/801485	Book Notices		The English Journal	3	10	1914-12-01T00:00:00Z	pp. 678-680	National Council of Teachers of English	mis			
10.2307/802181	10.2307/802181	The Creative Instinct and Play-Making	Frederick H. Koch	The English Journal	9	5	1920-05-01T00:00:00Z	pp. 255-260	National Council of Teachers of English	fla			
10.2307/801518	10.2307/801518	The Foreigner in Our Schools: Some Aspects of the Problem in New York	Helen Louise Cohen	The English Journal	2	10	1913-12-01T00:00:00Z	pp. 618-629	National Council of Teachers of English	fla			
10.2307/801691	10.2307/801691	The Old and the New in English Teaching	C. C. C.	The English Journal	7	3	1918-03-01T00:00:00Z	pp. 221-225	National Council of Teachers of English	brv	The Teaching of English in the Secondary School|Charles Swain Thomas		
10.2307/800982	10.2307/800982	Front Matter		The English Journal	5	8	1916-10-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/801066	10.2307/801066	Book Notices		The English Journal	1	9	1912-11-01T00:00:00Z	pp. 587-589	National Council of Teachers of English	mis			
10.2307/801161	10.2307/801161	An Excellent Book on Public Speaking	John M. Clapp	The English Journal	5	4	1916-04-01T00:00:00Z	pp. 294-295	National Council of Teachers of English	brv	Public Speaking: Principles and Practice|James Albert Winans		
10.2307/801201	10.2307/801201	In Search of a Lost Art	Barbara Grace Spayd	The English Journal	7	6	1918-06-01T00:00:00Z	pp. 388-391	National Council of Teachers of English	fla			
